text,sentiment
@SouthwestAir no thanks,Neutral
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,Negative
@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,Neutral
"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)",Positive
@JetBlue Using JetBlue miles?,Neutral
@SouthwestAir you're my early frontrunner for best airline! #oscars2016,Positive
@united Flight 280,Neutral
@AmericanAir what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone,Negative
"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!",Neutral
@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7,Neutral
@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,Positive
@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?,Positive
@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.,Negative
@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,Neutral
@united @parryaftab done thnx,Positive
"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )",Positive
Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”,Neutral
"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl",Neutral
"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop",Negative
@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare},Negative
@USAirways sorry I didn't realize I wasn't following you,Neutral
@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,Neutral
@JetBlue Oh no! I thought it did. :(,Negative
@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,Neutral
@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix,Neutral
@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice,Positive
Santiago,Neutral
@AmericanAir so I have to call back at 9 since the department is closed. This has to be the biggest bunch of bull!,Negative
"@SouthwestAir Today is going to be the day, I can feel it!  Thank y'all for your support throughout! We're coming home Nashville! #Octavia",Neutral
@JetBlue three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie,Negative
@united how's my refund coming along??,Negative
"@USAirways get ur act together, start treating ur passengers w/ kinder, have more sanitized planes. Take a page from @Delta perhaps.",Negative
@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,Negative
@JetBlue thanks for letting us know. Hoping for no more delays!,Positive
@AmericanAir great customer service thanks,Positive
"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer.",Negative
"@AmericanAir To think that I'm a ""Priority Member""! Wonder how you treat the plebes. I know which rewards card I'm Cancelled Flightling immediately.",Negative
"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",Neutral
@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons,Neutral
@united your airline is a joke. 1 person working special services at EWR?!? Line is 15 ppl deep. GROW UP!,Negative
@JetBlue what is the Mosiac 800 #?,Neutral
"@united i got it at the gate, thanks for checking!",Positive
@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,Positive
@SouthwestAir Tell me the secrets to flying high #RedCarpet,Neutral
"@JetBlue 162, SMF to JFK!",Positive
@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,Negative
@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,Neutral
"@JetBlue OK, thank you.",Positive
Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG,Positive
@JetBlue but Virgin has wifi 👀,Neutral
@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?,Negative
@AmericanAir Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.,Positive
"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",Neutral
@JetBlue he loved the #natural #beefjerky snacks😉,Positive
@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,Negative
@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,Negative
@USAirways is a DM possible if you aren't following me?,Neutral
@united we are sitting on the runway for 2 hours! It is ridiculous!!,Negative
@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?,Neutral
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,Neutral
@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated,Negative
@united aisle please,Neutral
"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",Positive
@SouthwestAir So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do,Negative
@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,Negative
@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?,Neutral
@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,Negative
@SouthwestAir been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with @USAirways instead! Lots of room there!,Negative
@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29,Neutral
". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",Negative
"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means.",Negative
"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days.",Negative
@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.,Positive
@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,Positive
@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,Positive
@USAirways yes.  Every one of these on every flight is like this.  There needs to be more Velcro or something,Negative
@USAirways Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?,Negative
@SouthwestAir I would love to go to the #DestinationDragons @ImagineDragons show tomorrow in Utah at @VelourLive! I've been trying so hard.,Neutral
@AmericanAir I just sent a DM,Neutral
@JetBlue Exciting times ahead! 😁🎉,Positive
@SouthwestAir could u put one here in Baltimore? http://t.co/vLCI2KV1IP,Neutral
@united what a joke. Hang up on customers!!,Negative
@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,Negative
@SouthwestAir I absolutely will. Where can I send it?,Neutral
@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,Negative
@USAirways - done :),Positive
@USAirways thanks.,Positive
"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",Positive
"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",Positive
@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow,Neutral
@AmericanAir hi how are you,Neutral
"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request",Negative
"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!",Negative
@AmericanAir yes and I would like a refund.,Neutral
@USAirways then why did my whole team be able to put there carry ons under the plane,Negative
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",Negative
"@SouthwestAir done. Sorry, I thought I was already.",Neutral
@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A,Negative
@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!,Positive
@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,Negative
@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?,Neutral
@USAirways ok thanks,Positive
@SouthwestAir Thank you!  #thankful #feelingtheluv,Positive
"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",Positive
@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks,Negative
@united obviously,Neutral
@VirginAmerica I'm #elevategold for a good reason: you rock!!,Positive
"@USAirways Thank you, @USAirways!  Your fare to from DTW to DCA was much lower than @Delta and @SouthwestAir!  Thank you! You won me over!",Positive
@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,Negative
@VirginAmerica all crap channels which is why I pay to watch UK tv,Negative
@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP,Positive
@JetBlue I'll pass along the advice. You guys rock!!,Positive
@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,Positive
@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM,Negative
"@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?",Neutral
@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,Positive
@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!,Positive
"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",Negative
@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,Neutral
"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.",Neutral
"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.",Negative
@JetBlue @BucketObolts Same,Neutral
"@USAirways okay, great. Thank you!",Positive
"@timbennettg3 @USAirways Cancelled Flightled 4532 sch departure 8:38 am, wasn't snowing yet and other flights were still leaving #Fail",Negative
@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,Negative
@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW,Neutral
@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,Positive
@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,Negative
@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!,Positive
@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,Negative
"@SouthwestAir haha, thanks for the explanation",Positive
@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.,Negative
@SouthwestAir Flight Booking Problems all my Late Flight summer travel! Did the AUS-CUN direct flight disappear?,Negative
@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,Negative
@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,Neutral
@united following,Neutral
@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.,Negative
"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",Positive
"@united yes, I've been waiting for four hours and no one has been able to help me.",Negative
@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change,Negative
@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!,Positive
@USAirways i hope i get the opportunity to join the team with this job opening!,Positive
@JetBlue Aw okay thanks,Positive
"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",Neutral
"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",Neutral
@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,Neutral
@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,Positive
@AmericanAir thank you for responding rather quickly btw,Positive
@USAirways @AmericanAir for frequent flyer miles can we schedule interchangeably and get credit?,Neutral
@AmericanAir Connection is US2065,Neutral
BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,Neutral
@SouthwestAir @Imaginedragons I tried. 😔 It's okay,Neutral
@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,Negative
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,Negative
@SouthwestAir @Imaginedragons  Did they pick someone for Destination Dragons?,Neutral
"@USAirways US 728. Refuel; we've sat for so long. Pilot announces where the truck is. ""Look, over there to the left!"" Actual announcement.",Neutral
@united I am going to a service desk now to see what the options are.,Neutral
Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,Positive
@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day,Negative
@JetBlue haha thanks Jetblue👌☺️,Positive
@USAirways undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail,Negative
@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,Positive
@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,Negative
"@USAirways  I need to email customer service for help and a question, can you please provide the email address?",Neutral
@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),Positive
@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,Negative
@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,Neutral
“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh,Neutral
@JetBlue 😭 I used points can I get them back if I decide not to go?,Neutral
@united give her the recognition she deserves!,Positive
@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),Positive
@AmericanAir does it show that we are on the same plane?,Neutral
@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,Negative
@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,Positive
@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail,Negative
@USAirways thank you,Positive
@USAirways just informed of three hour delay. Pick up the phone and get me on another flight!,Negative
@JetBlue flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?,Negative
"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",Neutral
"Thank you, @AmericanAir! Much appreciated.",Positive
@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,Positive
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,Negative
@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!,Positive
@SouthwestAir thank you so much completely made things right!,Positive
@USAirways you are supposed to be in the business of belong customers; not humiliating them,Negative
@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview,Negative
@VirginAmerica Thanks!,Positive
"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m",Neutral
@USAirways -1st x told no travel advisory-now TWO hrs on hold &amp; disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!,Negative
@united where's the crew for ua748?,Neutral
"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",Neutral
@USAirways  in don't have it on me at the time as I am taking Amtrak home. How do we call for partial refunds?,Negative
@AmericanAir thanks so much!,Positive
"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",Positive
@AmericanAir dmed back,Neutral
@SouthwestAir We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.,Negative
"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",Positive
@SouthwestAir can you follow and we'll proceed?,Neutral
@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,Positive
@USAirways made it! Just! Huge relief - thanks for your help!,Positive
@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,Neutral
@united I hope so too,Neutral
"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",Negative
"@united No, I do not. I was only given a Flight Booking Problems reference number.",Neutral
"@united need assistance to change flight to get to an ailing parent..
have flight leaving Tuesday need to change ASAP to sooner #custserv",Neutral
"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",Positive
@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,Positive
@united I was on hold for over 20 minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!,Negative
@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,Negative
@USAirways can I bring a copy or photo of my baby's birth certificate for the flight? I feel uncomfortable traveling with the real thing.,Neutral
"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.",Neutral
@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,Neutral
"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.",Negative
@united What is the policy behind changing passengers' seating assignments at the gate?,Neutral
@united question - was given food vouchers but can't use on plane..how   come,Negative
@SouthwestAir can u get me on flt #3768 instead of #2522 rt now,Neutral
"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",Neutral
@SouthwestAir thanks for responding.,Positive
@AmericanAir your staff at rsw working the sliver airlines desk is not helpful. We can not get any information about our flight.,Negative
@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,Positive
@USAirways Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail @AmericanAir,Negative
@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2,Negative
@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,Negative
@USAirways lost our luggage. #yay,Negative
@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,Negative
"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!",Positive
@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,Negative
@AmericanAir dmed the name,Neutral
@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,Negative
@SouthwestAir I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.,Negative
@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!,Positive
@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,Positive
@USAirways come scoop,Neutral
@SouthwestAir @JohnWayneAir Thank you both very much!!,Positive
@united No thanks.  Took care of it when I called,Positive
@SouthwestAir Congratulations!,Positive
@VirginAmerica you will match my #AmericanAirlines status? Cool!,Positive
@united patiently drinking and tweeting about my experience,Neutral
@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!,Positive
@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,Positive
@SouthwestAir I am following you now. I don't think I can DM until you follow me.,Neutral
@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,Positive
@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,Negative
@usairways would it kill you to let me know how many minutes I might be on hold?,Negative
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,Positive
@SouthwestAir @taylormdowns We share that value in common. :),Positive
@SouthwestAir DM sent. Thanks for the help!,Positive
@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked,Negative
@united Hi. My 2/23 flight from CUN-EWR shows a departure of 2:55pm on my United app.  Can you confirm?  Doesn't look correct.  Thanks.,Neutral
@USAirways any chance of making #561?,Neutral
@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,Negative
"@united @SCVPools 
Please call me at 310-795-2210.",Neutral
"@SouthwestAir That was Chantilly, Paris, France.",Neutral
@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,Negative
@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,Negative
@SouthwestAir  flight at 630 from fll kiosk just opened. Rude attendants because now everyone is Late Flight. http://t.co/2Boh2Mh3cb,Negative
@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay,Negative
@SouthwestAir #DestinationDragons iD is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,Neutral
@united @reccewife with the exception of everything you've asked for. Heh,Neutral
@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care,Negative
@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,Neutral
"@USAirways If I am traveling with an infant in my lap, is there anything I need to do to notify you?",Neutral
@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,Positive
@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,Negative
@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,Neutral
@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me,Negative
@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,Negative
@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,Negative
@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons,Positive
“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf,Neutral
@SouthwestAir My Fav!!!!,Positive
@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,Positive
"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",Positive
@SouthwestAir Deborah helped me💁,Positive
@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,Positive
"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",Negative
@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!,Negative
@USAirways I recently moved and got a new license and when I booked my flight months ago I used my old license do I need to change that?,Neutral
"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",Negative
@JetBlue great will do once I land in JFK,Positive
@AmericanAir hey there me again from yesterday im still on hold,Negative
@AmericanAir amen!,Neutral
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,Negative
@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?,Negative
"@USAirways awesome! And yes, @UpInAirClaire is!",Positive
@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,Positive
@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,Neutral
@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,Negative
@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB,Negative
@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account,Neutral
"@AmericanAir Super Spring Tides and “Tide of The Century” Drawing tourists to French and U.K coasts:
http://t.co/gXdqORtsS0",Neutral
"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",Positive
"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",Positive
@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,Negative
@USAirways been sitting at gate for over 25 min on us 728! What gives???,Negative
@USAirways surprisingly quick response time by you and them. Thanks!,Positive
@AmericanAir follow me back so I can DM you guys,Neutral
@AmericanAir 2 months and still no exec platinum member cards. What gives?,Negative
@USAirways so I can make a reservation,Neutral
@united I flew United last month and the experience was AWESOME!,Positive
.@USAirways thanks!,Positive
@USAirways she also appreciated having her very own hashtag! :) #lucycat,Positive
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",Negative
"@SouthwestAir @FortuneMagazine 
great news.",Positive
@JetBlue Hawaii what deals u have for me,Neutral
"@JetBlue messaged you, thanks",Positive
"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",Negative
@USAirways can you add my KTN to an existing reservation?,Neutral
@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.,Positive
@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,Negative
@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,Positive
"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care",Negative
"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",Negative
@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now,Neutral
@JetBlue all day,Negative
@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,Neutral
@AmericanAir  and I forgot about that lounge!😂,Neutral
@SouthwestAir think you have great people working for you.,Positive
"@AmericanAir oh, yeah. I guess those are two different things. 3 am does weird things to my brain. Thanks again! xox",Neutral
“@JetBlue: Our fleet's on fleek. http://t.co/dxn58rxDkS”@jameskraw see.,Neutral
@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,Negative
@USAirways I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?,Neutral
@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,Positive
@united YOU GUYS ARE HORRIBLE.,Negative
"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",Positive
@SouthwestAir I am just wondering when are you going to open up fares for November?,Neutral
@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm,Positive
